,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
2446,"JAYARAM, SANKAR",NA,NA,NA,NA,NA
2447,"JAYARAM, UMA",NA,NA,NA,NA,NA
2448,"JAYE, CARA",NA,NA,NA,NA,NA
2449,"JAYE, CARA",NA,NA,NA,NA,NA
2450,"JEFFERIES, STEPHEN",NA,NA,NA,NA,NA
2451,"JEFFERIES, STEPHEN",NA,NA,NA,NA,NA
2452,"JEFFRIES, BAYYINAH",NA,NA,NA,NA,NA
2453,"JELACA JOVANOVIC, MILICA",NA,NA,NA,NA,NA
2454,"JENSVOLD, MARY",NA,NA,NA,NA,NA
2455,"JIANG, GEORGE",NA,NA,NA,NA,NA
2456,"JIANG, ZHIHUA",NA,NA,NA,NA,NA
2457,"JIMERSON, RANDALL",665,11,9,14,8
2458,"JOBSON, B",3171,31,22,45,36
2459,"JOHANSEN, ANNE",NA,NA,NA,NA,NA
2460,"JOHN-MARIADOSS, BABU",529,12,12,15,15
2461,"JOHNSON, BRAD",NA,NA,NA,NA,NA
2462,"JOHNSON, DAVID",NA,NA,NA,NA,NA
2463,"JOHNSON, DIANE",NA,NA,NA,NA,NA
2464,"JOHNSON, ELDON",NA,NA,NA,NA,NA
2465,"JOHNSON, EMILY",NA,NA,NA,NA,NA
2466,"JOHNSON, ERIC",1107,9,8,9,8
2467,"JOHNSON, EUGENE",NA,NA,NA,NA,NA
2468,"JOHNSON, EUGENE",NA,NA,NA,NA,NA
2469,"JOHNSON, GLENN",NA,NA,NA,NA,NA
2470,"JOHNSON, HOLLY",NA,NA,NA,NA,NA
2471,"JOHNSON, JAMES",NA,NA,NA,NA,NA
2472,"JOHNSON, JAMES",NA,NA,NA,NA,NA
2473,"JOHNSON, JAMES",NA,NA,NA,NA,NA
2474,"JOHNSON, JERRY",NA,NA,NA,NA,NA
2475,"JOHNSON, MILDRED",NA,NA,NA,NA,NA
2476,"JOHNSON, MOLLY",NA,NA,NA,NA,NA
2477,"JOHNSON, MONICA",7353,37,30,51,42
2478,"JOHNSON, NANCY",NA,NA,NA,NA,NA
2479,"JOHNSON, VERNON",NA,NA,NA,NA,NA
2480,"JOHNSTON, MARTHA",NA,NA,NA,NA,NA
2481,"JONES, DIANA",NA,NA,NA,NA,NA
2482,"JONES, DIANA",NA,NA,NA,NA,NA
2483,"JONES, JOHN",NA,NA,NA,NA,NA
2484,"JONGEJAN, ANTHONY",NA,NA,NA,NA,NA
2485,"JONGEJAN, ANTHONY",NA,NA,NA,NA,NA
2486,"JOO, SEONGJONG",NA,NA,NA,NA,NA
2487,"JORGENSEN, JAN",NA,NA,NA,NA,NA
2488,"JORGENSEN, JAN",NA,NA,NA,NA,NA
2489,"JORGENSEN, MARIBETH",NA,NA,NA,NA,NA
2490,"KABASENCHE, WILLIAM",NA,NA,NA,NA,NA
2491,"KAHAKAUWILA, KRISTIANA",NA,NA,NA,NA,NA
2492,"KAHAKAUWILA, KRISTIANA",NA,NA,NA,NA,NA
2493,"KALE, STEVEN",NA,NA,NA,NA,NA
2494,"KAM, FOONG",NA,NA,NA,NA,NA
2495,"KAM, FOONG",NA,NA,NA,NA,NA
2496,"KAMEL, NABIL",NA,NA,NA,NA,NA
2497,"KAMMERER, JENNIFER",NA,NA,NA,NA,NA
2498,"KAMMERER, JENNIFER",NA,NA,NA,NA,NA
2499,"KANHAI, ROSANNE",NA,NA,NA,NA,NA
2500,"KANOV, JASON",NA,NA,NA,NA,NA
2501,"KANOV, JASON",NA,NA,NA,NA,NA
2502,"KARDONG-EDGREN, SUZAN",NA,NA,NA,NA,NA
2503,"KAREKLAS, IOANNIS",NA,NA,NA,NA,NA
2504,"KARLBERG, MICHAEL",385,10,8,10,7
2505,"KARLBERG, MICHAEL",385,10,8,10,7
2506,"KASIMANICKAM, RAMANATHAN",NA,NA,NA,NA,NA
2507,"KASPARI, SUSAN",NA,NA,NA,NA,NA
2508,"KASPRISIN, LORRAINE",NA,NA,NA,NA,NA
2509,"KASUGA, SIDNEY",NA,NA,NA,NA,NA
2510,"KATZ, JANET",NA,NA,NA,NA,NA
2511,"KAWAGUCHI, JEFFREY",NA,NA,NA,NA,NA
2512,"KAZIM, AMIR",NA,NA,NA,NA,NA
2513,"KE, KE",483,6,6,6,4
2514,"KEAN, ERIC",NA,NA,NA,NA,NA
2515,"KEELER, LINDA",NA,NA,NA,NA,NA
2516,"KEELER, LINDA",NA,NA,NA,NA,NA
2517,"KEELINE, THOMAS",NA,NA,NA,NA,NA
2518,"KEIPER, TIMOTHY",NA,NA,NA,NA,NA
2519,"KELLER, JENNIFER",NA,NA,NA,NA,NA
2520,"KELLER, JENNIFER",NA,NA,NA,NA,NA
2521,"KELLER, JENNIFER",NA,NA,NA,NA,NA
2522,"KELLEY, BRIDGET",NA,NA,NA,NA,NA
2523,"KELLEY, WILLIAM",NA,NA,NA,NA,NA
2524,"KELLEY, WILLIAM",NA,NA,NA,NA,NA
2525,"KEMP, BRIAN",NA,NA,NA,NA,NA
2526,"KENNEDY, JAMES",NA,NA,NA,NA,NA
2527,"KENNEY, GARRETT",NA,NA,NA,NA,NA
2528,"KEPPIE, CHRISTINA",NA,NA,NA,NA,NA
2529,"KEPPIE, CHRISTINA",NA,NA,NA,NA,NA
2530,"KERNS, ELIZABETH",NA,NA,NA,NA,NA
2531,"KIELTYKA, MARCUS",NA,NA,NA,NA,NA
2532,"KIESWETTER, JAMES",NA,NA,NA,NA,NA
2533,"KIESWETTER, JAMES",NA,NA,NA,NA,NA
2534,"KILLINGER, KAREN",NA,NA,NA,NA,NA
2535,"KIM, HYUN",3236,19,19,24,23
2536,"KIM, ILHYUNG",NA,NA,NA,NA,NA
2537,"KIM, JONG",NA,NA,NA,NA,NA
2538,"KIM, JUNG-HYUN",NA,NA,NA,NA,NA
2539,"KIM, JUNG-HYUN",NA,NA,NA,NA,NA
2540,"KIM, MIN",38500,78,56,943,570
2541,"KINCAID, SUSAN",NA,NA,NA,NA,NA
2542,"KINCAID, SUSAN",NA,NA,NA,NA,NA
2543,"KING, JEFFREY",NA,NA,NA,NA,NA
2544,"KING, JEFFREY",NA,NA,NA,NA,NA
2545,"KINSEL, WILLIAM",NA,NA,NA,NA,NA
2546,"KIRBY, CHRISTOPHER",NA,NA,NA,NA,NA
2547,"KITTO, KATHLEEN",NA,NA,NA,NA,NA
2548,"KLEIN, ANDREW",402,11,8,15,7
2549,"KLEINHESSELINK, R",NA,NA,NA,NA,NA
2550,"KLEINHOFS, ANDRIS",NA,NA,NA,NA,NA
2551,"KLYVE, DOMINIC",175,8,7,5,2
2552,"KMEC, JULIE",1469,17,14,18,16
2553,"KNABB, SHAWN",NA,NA,NA,NA,NA
2554,"KNIRCK, JASON",NA,NA,NA,NA,NA
2555,"KNOBLAUCH, MICHAEL",NA,NA,NA,NA,NA
2556,"KOBAYASHI, RIE",NA,NA,NA,NA,NA
2557,"KODNER, ROBIN",NA,NA,NA,NA,NA
2558,"KODNER, ROBIN",NA,NA,NA,NA,NA
2559,"KOETJE, TODD",NA,NA,NA,NA,NA
2560,"KOETJE, TODD",NA,NA,NA,NA,NA
2561,"KOH, DAVID",NA,NA,NA,NA,NA
2562,"KOHLER, ELIZABETH",NA,NA,NA,NA,NA
2563,"KONG, XIAOFEI",NA,NA,NA,NA,NA
2564,"KONG, XIAOFEI",NA,NA,NA,NA,NA
2565,"KOOIENGA, SARAH",NA,NA,NA,NA,NA
2566,"KORSMO, JOHN",NA,NA,NA,NA,NA
2567,"KORSMO, JOHN",NA,NA,NA,NA,NA
2568,"KOWALCZYK, TIMOTHY",1488,13,12,15,14
2569,"KRAFT, WAYNE",NA,NA,NA,NA,NA
2570,"KRIEG, JOHN",NA,NA,NA,NA,NA
2571,"KRIEG, JOHN",NA,NA,NA,NA,NA
2572,"KRIZ, GEORGE",NA,NA,NA,NA,NA
2573,"KROLL, TODD",NA,NA,NA,NA,NA
2574,"KUHLKEN, ROBERT",NA,NA,NA,NA,NA
2575,"KUNTZ, MARK",NA,NA,NA,NA,NA
2576,"KUO, ALEXANDER",NA,NA,NA,NA,NA
2577,"KURTZ, MARTHA",NA,NA,NA,NA,NA
2578,"KWON, TAE-HYUK",NA,NA,NA,NA,NA
2579,"LABORDE, PAMELA",111,5,4,2,1
2580,"LADD, E",NA,NA,NA,NA,NA
2581,"LAFFRADO, LAURA",NA,NA,NA,NA,NA
2582,"LAGUARDIA, ARMANDO",NA,NA,NA,NA,NA
2583,"LAHMERS, KEVIN",NA,NA,NA,NA,NA
2584,"LAMBERT, MICHAEL",NA,NA,NA,NA,NA
2585,"LAMBERT, MICHAEL",NA,NA,NA,NA,NA
2586,"LANDIS, WAYNE",3595,29,19,67,30
2587,"LANE, MARK",NA,NA,NA,NA,NA
2588,"LAPIN, SERGEY",251,8,7,7,5
2589,"LARNER, DANIEL",NA,NA,NA,NA,NA
2590,"LARNER, DANIEL",NA,NA,NA,NA,NA
2591,"LARSEN, DONALD",NA,NA,NA,NA,NA
2592,"LARSON, BRUCE",NA,NA,NA,NA,NA
2593,"LARSON, BRUCE",NA,NA,NA,NA,NA
2594,"LARSON, KRISTEN",NA,NA,NA,NA,NA
2595,"LARSON, LINDA",NA,NA,NA,NA,NA
2596,"LARSON, NICOLE",NA,NA,NA,NA,NA
2597,"LARUE, GEORGE",NA,NA,NA,NA,NA
2598,"LAU, AUDREY",NA,NA,NA,NA,NA
2599,"LAVINE, LAURA",1916,20,16,29,25
2600,"LAZZARINI, BRANDI",NA,NA,NA,NA,NA
2601,"LAZZARINI, BRANDI",NA,NA,NA,NA,NA
2602,"LE BAR, ANN",NA,NA,NA,NA,NA
2603,"LEA, YISHAN",NA,NA,NA,NA,NA
2604,"LEACH, KRISTINA",NA,NA,NA,NA,NA
2605,"LEACH, KRISTINA",NA,NA,NA,NA,NA
2606,"LEAF, DAVID",NA,NA,NA,NA,NA
2607,"LEAR, ERICH",NA,NA,NA,NA,NA
2608,"LEE CHAN, ALEJANDRO",NA,NA,NA,NA,NA
2609,"LEE, EE",NA,NA,NA,NA,NA
2610,"LEE, HYUNG",NA,NA,NA,NA,NA
2611,"LEE, YONG",NA,NA,NA,NA,NA
2612,"LEE, YONGJOO",NA,NA,NA,NA,NA
2613,"LEGER, JANELLE",NA,NA,NA,NA,NA
2614,"LEGER, JANELLE",NA,NA,NA,NA,NA
2615,"LEHMAN, BARBARA",1845,12,11,12,12
2616,"LEHMAN, BARBARA",1845,12,11,12,12
2617,"LEI, HANWU",2341,27,25,55,51
2618,"LEMM, KRISTI",NA,NA,NA,NA,NA
2619,"LEONARD, KEVIN",NA,NA,NA,NA,NA
2620,"LEONARD, LUCILLE",NA,NA,NA,NA,NA
2621,"LEONG, SCOTT",NA,NA,NA,NA,NA
2622,"LEONHARDT, ERIC",NA,NA,NA,NA,NA
2623,"LESTER, JESSICA",NA,NA,NA,NA,NA
2624,"LEWIS, ARLEEN",NA,NA,NA,NA,NA
2625,"LEWIS, L",969,5,4,5,4
2626,"LEWIS, LUCY",NA,NA,NA,NA,NA
2627,"LEWIS, LUCY",NA,NA,NA,NA,NA
2628,"LI, CHENYANG",NA,NA,NA,NA,NA
2629,"LI, DAN",NA,NA,NA,NA,NA
2630,"LI, XINGZHONG",NA,NA,NA,NA,NA
2631,"LI, YING",NA,NA,NA,NA,NA
2632,"LI, YING",NA,NA,NA,NA,NA
2633,"LIANG, XIAODONG",NA,NA,NA,NA,NA
2635,"LIAO-TROTH, MATTHEW",NA,NA,NA,NA,NA
2636,"LIDDELL, KNONA",NA,NA,NA,NA,NA
2637,"LIGGETT, TONDA",NA,NA,NA,NA,NA
2638,"LIGON, SAMUEL",NA,NA,NA,NA,NA
2639,"LIN, CENTSONG",NA,NA,NA,NA,NA
2640,"LIN, YING",NA,NA,NA,NA,NA
2641,"LINCOLN, JAMES",NA,NA,NA,NA,NA
2642,"LINDSEY, BILLIE",NA,NA,NA,NA,NA
2643,"LINHART, JEAN",NA,NA,NA,NA,NA
2644,"LINHART, JEANMARIE",NA,NA,NA,NA,NA
2645,"LINNEMAN, SCOTT",NA,NA,NA,NA,NA
2646,"LIPORI, DANIEL",NA,NA,NA,NA,NA
2647,"LIPTON, JENNIFER",NA,NA,NA,NA,NA
2648,"LITTLE, SUZANNE",NA,NA,NA,NA,NA
2649,"LIU, CHEN-CHING",NA,NA,NA,NA,NA
2650,"LIU, XINMIN",NA,NA,NA,NA,NA
2651,"LIU, YUDONG",193,5,4,5,4
2652,"LLOYD, KIM",NA,NA,NA,NA,NA
2653,"LOAR, CHRISTOPHER",31,4,3,1,1
2654,"LOAR, CHRISTOPHER",31,4,3,1,1
2655,"LOBECK, ANNE",NA,NA,NA,NA,NA
2656,"LOCHMILLER, CHAD",NA,NA,NA,NA,NA
2657,"LOCHRIE, MARY",NA,NA,NA,NA,NA
2658,"LOENDORF, WILLIAM",NA,NA,NA,NA,NA
2659,"LOGSDON, MARCIE",NA,NA,NA,NA,NA
2660,"LOIS, JENNIFER",NA,NA,NA,NA,NA
2661,"LOIS, JENNIFER",NA,NA,NA,NA,NA
2662,"LOKE, VERNON",429,11,10,13,10
2663,"LONDON, ROSANNE",NA,NA,NA,NA,NA
2664,"LOPEZ, ABEL",NA,NA,NA,NA,NA
2665,"LOPEZ, ABEL",NA,NA,NA,NA,NA
2666,"LORENZ, JOSEPH",NA,NA,NA,NA,NA
2667,"LORTZ, JAMES",NA,NA,NA,NA,NA
2668,"LOUCKY, JAMES",NA,NA,NA,NA,NA
2669,"LOVE, BROOKE",NA,NA,NA,NA,NA
2670,"LOVE, BROOKE",NA,NA,NA,NA,NA
2671,"LOVE, EDWIN",492,6,5,5,5
2672,"LOVE, EDWIN",492,6,5,5,5
2673,"LOVE, EDWIN",492,6,5,5,5
2674,"LOVERRO, IAN",NA,NA,NA,NA,NA
2675,"LUCE, KRISTINA",NA,NA,NA,NA,NA
2676,"LUEDECKE, LLOYD",NA,NA,NA,NA,NA
2677,"LUND, JOHN",NA,NA,NA,NA,NA
2678,"LUND, JOHN",NA,NA,NA,NA,NA
2679,"LUNDEEN, KATHLEEN",NA,NA,NA,NA,NA
2680,"LUO, BAOZHEN",334,6,6,6,6
2681,"LUPKE, CHRISTOPHER",NA,NA,NA,NA,NA
2682,"LUPO, KAREN",NA,NA,NA,NA,NA
2683,"LUPTON, NATALIE",NA,NA,NA,NA,NA
2684,"LUPTON, ROBERT",NA,NA,NA,NA,NA
2685,"LUTON, LAWRENCE",NA,NA,NA,NA,NA
2686,"LUTON, LAWRENCE",NA,NA,NA,NA,NA
2687,"LUTZE, FAITH",775,16,11,19,12
2688,"LYNE, WILLIAM",NA,NA,NA,NA,NA
2689,"LYNN, KIMBERLY",NA,NA,NA,NA,NA
2690,"LYNN, KIMBERLY",NA,NA,NA,NA,NA
2691,"MACE, CASEY",NA,NA,NA,NA,NA
2692,"MACINNES, BREANYN",399,9,9,9,8
2693,"MACK, RICHARD",NA,NA,NA,NA,NA
2694,"MACLEAN, ALAIR",564,11,9,12,9
2695,"MADISON, CHARLES",NA,NA,NA,NA,NA
2696,"MADSEN, ELIZABETH",NA,NA,NA,NA,NA
2697,"MADUNIC, MARKO",NA,NA,NA,NA,NA
2698,"MAGEE, KELLY",NA,NA,NA,NA,NA
2699,"MAGEE, KELLY",NA,NA,NA,NA,NA
2700,"MAGNUSON, NANCY",NA,NA,NA,NA,NA
2701,"MAHONEY, KRISTIN",NA,NA,NA,NA,NA
2702,"MAHONEY, KRISTIN",NA,NA,NA,NA,NA
2703,"MAIN, DOREEN",4635,33,28,51,44
2704,"MANA, MICHAEL",NA,NA,NA,NA,NA
2705,"MANAGO, ADRIANA",NA,NA,NA,NA,NA
2706,"MANIKOTH, POUKONG",NA,NA,NA,NA,NA
2707,"MANN, DONNA",NA,NA,NA,NA,NA
2708,"MANWELLER, MATHEW",NA,NA,NA,NA,NA
2709,"MARCUS, DAVID",3685,33,24,67,44
2710,"MARINO, MATTHEW",NA,NA,NA,NA,NA
2711,"MARIZ, GEORGE",NA,NA,NA,NA,NA
2712,"MARKOSIAN, NED",NA,NA,NA,NA,NA
2713,"MARKWORTH, KIMBERLY",NA,NA,NA,NA,NA
2714,"MARRS, HEATH",193,9,8,8,7
2715,"MARSH, SUSAN",1212,20,16,30,25
2716,"MARSHALL, ROBERT",NA,NA,NA,NA,NA
2717,"MARTIN, LEAANN",NA,NA,NA,NA,NA
2718,"MARTIN, LEAANN",NA,NA,NA,NA,NA
2719,"MARTIN, TERESA",NA,NA,NA,NA,NA
2720,"MASON, JOHN",NA,NA,NA,NA,NA
2721,"MATHERS-SCHMIDT, BARBARA",NA,NA,NA,NA,NA
2722,"MATOS, JOANNA",NA,NA,NA,NA,NA
2723,"MATTESON, DONALD",NA,NA,NA,NA,NA
2724,"MATTHEWS, GEOFFREY",NA,NA,NA,NA,NA
2725,"MATTHEWS, ROBIN",NA,NA,NA,NA,NA
2726,"MATTINSON, CHRISTOPHER",NA,NA,NA,NA,NA
2727,"MATTOON, JOHN",NA,NA,NA,NA,NA
2728,"MC CORMICK, PATRICK",NA,NA,NA,NA,NA
2729,"MCAULEY, LOUIS",NA,NA,NA,NA,NA
2730,"MCBRIDE, KIMBERLY",NA,NA,NA,NA,NA
2731,"MCCAIN, TERRENCE",NA,NA,NA,NA,NA
2732,"MCCARTHY, KERI",NA,NA,NA,NA,NA
2733,"MCCLANAHAN, LAUREN",NA,NA,NA,NA,NA
2734,"MCCLANAHAN, LAUREN",NA,NA,NA,NA,NA
2735,"MCCOY, JANETTA",NA,NA,NA,NA,NA
2736,"MCCUBBIN, LAURIE",NA,NA,NA,NA,NA
2737,"MCDOWALL, STEPHEN",490,12,9,14,8
2738,"MCDOWALL, STEPHEN",490,12,9,14,8
2739,"MCELWAIN, TERRY",NA,NA,NA,NA,NA
2740,"MCEVOY, GLENN",NA,NA,NA,NA,NA
2741,"MCEVOY, GLENN",NA,NA,NA,NA,NA
2742,"MCGONIGLE, WILLIAM",NA,NA,NA,NA,NA
2743,"MCGONIGLE, WILLIAM",NA,NA,NA,NA,NA
2744,"MCGORAN, ERNEST",NA,NA,NA,NA,NA
2745,"MCGUIRE, JENIFER",1183,12,12,16,12
2746,"MCGUIRE, JENIFER",1183,12,12,16,12
2747,"MCLAUGHLIN, JOHN",NA,NA,NA,NA,NA
2748,"MCLAUGHLIN, JOHN",NA,NA,NA,NA,NA
2749,"MCLEAN, DAVID",NA,NA,NA,NA,NA
2750,"MCLEAN, KATE",4474,32,29,49,48
2751,"MCLEAN, KATE",4474,32,29,49,48
2752,"MCLEOD, MARIA",NA,NA,NA,NA,NA
2753,"MCLEOD, MARIA",NA,NA,NA,NA,NA
2754,"MCMULLIN-MESSIER, PAMELA",15,2,0,1,0
2755,"MCNAMARA, JOHN",NA,NA,NA,NA,NA
2756,"MCNEELY, FRANCES",NA,NA,NA,NA,NA
2757,"MEADOWS, GARY",NA,NA,NA,NA,NA
2758,"MEALEY, ROBERT",NA,NA,NA,NA,NA
2759,"MEALEY, ROBERT",NA,NA,NA,NA,NA
2760,"MEARS, DERRICK",NA,NA,NA,NA,NA
2761,"MEDLER, MICHAEL",55,4,2,1,0
2762,"MEDLER, MICHAEL",55,4,2,1,0
2763,"MEEHAN, COURTNEY",NA,NA,NA,NA,NA
2764,"MEEHAN, JOHN",NA,NA,NA,NA,NA
2765,"MEISEL, NICKOLUS",NA,NA,NA,NA,NA
2766,"MELIOUS, JEAN",NA,NA,NA,NA,NA
2767,"MELIOUS, JEAN",NA,NA,NA,NA,NA
2768,"MENCHACA, DAVID",NA,NA,NA,NA,NA
2769,"MENDES, SEBASTIAN",NA,NA,NA,NA,NA
2770,"MENDES, SEBASTIAN",NA,NA,NA,NA,NA
2771,"MENDES, SEBASTIAN",NA,NA,NA,NA,NA
2772,"MESAROVIC, SINISA",1634,17,14,29,18
2773,"METZGER, MARY",103,3,3,2,1
2774,"METZGER, MARY",103,3,3,2,1
2775,"MEYER, NADEAN",NA,NA,NA,NA,NA
2776,"MEYER, NADEAN",NA,NA,NA,NA,NA
2777,"MIELKE, MICHELLE",NA,NA,NA,NA,NA
2778,"MIELKE, MICHELLE",NA,NA,NA,NA,NA
2779,"MILES, JOHN",NA,NA,NA,NA,NA
2780,"MILES, SCOTT",NA,NA,NA,NA,NA
2781,"MILES, SCOTT",NA,NA,NA,NA,NA
2782,"MILES, SCOTT",NA,NA,NA,NA,NA
2783,"MILLER, BARBARA",NA,NA,NA,NA,NA
2784,"MILLER, BARBARA",NA,NA,NA,NA,NA
2785,"MILLER, BRENDA",NA,NA,NA,NA,NA
2786,"MILLER, BRENDA",NA,NA,NA,NA,NA
2787,"MILLER, MATTHEW",NA,NA,NA,NA,NA
2788,"MILLER, MICHAEL",NA,NA,NA,NA,NA
2789,"MILLS, PAULETTE",NA,NA,NA,NA,NA
2790,"MINER, BENJAMIN",3268,19,13,25,18
2791,"MIRAN, JONATHAN",190,7,5,4,3
2792,"MIRO, TERESA",NA,NA,NA,NA,NA
2793,"MITCHELL, ROBERT",NA,NA,NA,NA,NA
2794,"MITCHELL, ROBERT",NA,NA,NA,NA,NA
2795,"MOFFETT, DAVID",NA,NA,NA,NA,NA
2796,"MOGFORD, ELIZABETH",270,7,7,7,7
2797,"MOGFORD, ELIZABETH",270,7,7,7,7
2798,"MONOSKY, KEITH",NA,NA,NA,NA,NA
2799,"MONROE, BARBARA",NA,NA,NA,NA,NA
2800,"MONROE, SARAH",NA,NA,NA,NA,NA
2801,"MONTECALVO, LUCY",NA,NA,NA,NA,NA
2802,"MONTOYA-LEWIS, RAQUEL",NA,NA,NA,NA,NA
2803,"MONTOYA-LEWIS, RAQUEL",NA,NA,NA,NA,NA
2804,"MOOKHERJEE, DEBNATH",NA,NA,NA,NA,NA
2805,"MOORE, STEPHEN",NA,NA,NA,NA,NA
2806,"MORGAN PARMETT, HELEN",NA,NA,NA,NA,NA
2807,"MORGAN PARMETT, HELEN",NA,NA,NA,NA,NA
2808,"MORRIS, JASON",NA,NA,NA,NA,NA
2809,"MORROW, KACEY",NA,NA,NA,NA,NA
2810,"MORTON, TODD",NA,NA,NA,NA,NA
2811,"MOSHER, M",NA,NA,NA,NA,NA
2812,"MOTTNER, SANDRA",578,11,9,13,9
2813,"MOUNT, GEORGE",NA,NA,NA,NA,NA
2814,"MOUNT, JILL",NA,NA,NA,NA,NA
2815,"MOUNT, JILL",NA,NA,NA,NA,NA
2816,"MOUSA, MAHMOUD",NA,NA,NA,NA,NA
2817,"MOUSA, MAHMOUD",NA,NA,NA,NA,NA
2818,"MOYER, CRAIG",5886,29,22,40,32
2819,"MOYER, CRAIG",5886,29,22,40,32
2820,"MOZSGAI, CRISTINA",NA,NA,NA,NA,NA
2821,"MOZSGAI, CRISTINA",NA,NA,NA,NA,NA
2822,"MUHIRWE, JACKSON",NA,NA,NA,NA,NA
2823,"MULCAHY, MICHAEL",NA,NA,NA,NA,NA
2824,"MULLIN, THOMAS",NA,NA,NA,NA,NA
2825,"MUNOZ-GARCIA, FELIX",128,6,6,2,2
2826,"MUNSON, DOROTHY",NA,NA,NA,NA,NA
2827,"MURPHY, AMANDA",NA,NA,NA,NA,NA
2828,"MURPHY, DENNIS",NA,NA,NA,NA,NA
2829,"MURPHY, SEAN",NA,NA,NA,NA,NA
2830,"MURRAY, TODD",57,5,4,1,1
2831,"MUTIN, ANNA",NA,NA,NA,NA,NA
2832,"MYALL, CAROLYNNE",NA,NA,NA,NA,NA
2833,"MYERS, OLIN",1749,21,17,26,21
2834,"NAGEL, ELIZABETH",NA,NA,NA,NA,NA
2835,"NATARAJA, SUNDARAM",NA,NA,NA,NA,NA
2836,"NEAL, CHRISTOPHER",NA,NA,NA,NA,NA
2837,"NEELY, JAMIE",NA,NA,NA,NA,NA
2838,"NEEM, JOHANN",NA,NA,NA,NA,NA
2839,"NEEM, JOHANN",NA,NA,NA,NA,NA
2840,"NEEM, JOHANN",NA,NA,NA,NA,NA
2841,"NEFF, MARK",236,7,5,7,5
2842,"NEFF, MICHAEL",4859,19,15,23,19
2843,"NELSON, DAVID",NA,NA,NA,NA,NA
2844,"NELSON, O",NA,NA,NA,NA,NA
2845,"NELSON, PHILIP",NA,NA,NA,NA,NA
2846,"NELSON, TAMARA",1165,15,13,17,14
2847,"NELSON-JERROW, REBECCA",NA,NA,NA,NA,NA
2848,"NEUMILLER, JOSHUA",NA,NA,NA,NA,NA
2849,"NEUROHR, JOHN",NA,NA,NA,NA,NA
2850,"NEWBERRY, RUTH",NA,NA,NA,NA,NA
2851,"NEWCOMER, JEFFREY",NA,NA,NA,NA,NA
2852,"NEZAT, CARMEN",NA,NA,NA,NA,NA
2853,"NICE, DAVID",NA,NA,NA,NA,NA
2854,"NICHOLAS, TRULA",NA,NA,NA,NA,NA
2855,"NICHOLAS, TRULA",NA,NA,NA,NA,NA
2856,"NICKERSON, ARDEAN",NA,NA,NA,NA,NA
2857,"NIELSEN, CAROLYN",NA,NA,NA,NA,NA
2858,"NIELSEN, CAROLYN",NA,NA,NA,NA,NA
2859,"NIMNICHT, JAMES",NA,NA,NA,NA,NA
2860,"NOFSINGER, JOHN",NA,NA,NA,NA,NA
2861,"NOGUCHI, KIMIHIRO",280,6,6,5,5
2862,"NOLET, VICTOR",NA,NA,NA,NA,NA
2863,"NORD, DOUGLAS",NA,NA,NA,NA,NA
2864,"NORTON, M",8379,32,19,94,39
2865,"NOURSE, STEVEN",NA,NA,NA,NA,NA
2866,"NOURSE, STEVEN",NA,NA,NA,NA,NA
2867,"NOVAK, MATHEW",NA,NA,NA,NA,NA
2868,"NUZUM, KATHLEEN",NA,NA,NA,NA,NA
2869,"NUZUM, KATHLEEN",NA,NA,NA,NA,NA
2870,"NYMAN, ADAM",90,6,4,2,0
2871,"O MURCHU, NIALL",NA,NA,NA,NA,NA
2872,"O MURCHU, NIALL",NA,NA,NA,NA,NA
2873,"OATLEY, JON",3396,28,25,38,36
2874,"OFORLEA, AARON",NA,NA,NA,NA,NA
2875,"OGDEN, MICHAEL",NA,NA,NA,NA,NA
2876,"OHANA, CHRIS",NA,NA,NA,NA,NA
2877,"OLNEY, THOMAS",NA,NA,NA,NA,NA
2878,"OLSON, JO",NA,NA,NA,NA,NA
2879,"OLSON, WENDY",NA,NA,NA,NA,NA
2880,"OMOTO, CHARLOTTE",NA,NA,NA,NA,NA
2881,"O'NEIL, GREGORY",NA,NA,NA,NA,NA
2882,"O'NEIL, GREGORY",NA,NA,NA,NA,NA
2883,"O'NEILL, JOHN",NA,NA,NA,NA,NA
2884,"OPPEGAARD, BRETT",NA,NA,NA,NA,NA
2885,"O'QUINN, ROBIN",NA,NA,NA,NA,NA
2886,"ORR, CAILIN",NA,NA,NA,NA,NA
2887,"OSLAPAS, ARUNAS",NA,NA,NA,NA,NA
2888,"OTIM, SAMUEL",NA,NA,NA,NA,NA
2889,"OTTO, JOANN",NA,NA,NA,NA,NA
2890,"OUSSELIN, EDWARD",NA,NA,NA,NA,NA
2891,"OVERLAND, DONNA",NA,NA,NA,NA,NA
2892,"OVERSTREET, DAVID",NA,NA,NA,NA,NA
2893,"OWENS, PATRICK",NA,NA,NA,NA,NA
2894,"PACI-GREEN, REBEKAH",389,11,8,12,8
2895,"PALMER, IOLANDA",NA,NA,NA,NA,NA
2896,"PALMQUIST, BRUCE",NA,NA,NA,NA,NA
2897,"PANCHAL, JITESH",NA,NA,NA,NA,NA
2898,"PANDE, PARTHA",5012,35,25,62,56
2899,"PAOLA, SUZANNE",NA,NA,NA,NA,NA
2900,"PAPADOPOULOS, CHARILAOS",NA,NA,NA,NA,NA
2901,"PAREDES MENDEZ, MARIA",NA,NA,NA,NA,NA
2902,"PAREDES MENDEZ, MARIA",NA,NA,NA,NA,NA
